split,sequence,modality,missing_from_union_count,first_missing_indices,non_numeric_filenames,duplicate_numeric_indices
train,0592,event,0,,0,0
train,0593,rgb,0,,1,0
train,0593,ir,0,,0,0
train,0593,event,0,,0,0
train,0594,rgb,0,,1,0
train,0594,ir,0,,0,0
train,0594,event,0,,0,0
train,0596,rgb,0,,1,0
train,0596,ir,0,,0,0
train,0596,event,0,,0,0
train,0597,rgb,0,,1,0
train,0597,ir,0,,0,0
train,0597,event,0,,0,0
train,0598,rgb,0,,1,0
train,0598,ir,0,,0,0
train,0598,event,0,,0,0
train,0599,rgb,0,,1,0
train,0599,ir,0,,0,0
train,0599,event,0,,0,0
train,0600,rgb,0,,1,0
train,0600,ir,0,,0,0
train,0600,event,0,,0,0
train,0601,rgb,0,,1,0
train,0601,ir,0,,0,0
train,0601,event,0,,0,0
train,0603,rgb,0,,1,0
train,0603,ir,0,,0,0
train,0603,event,0,,0,0
train,0604,rgb,0,,1,0
train,0604,ir,0,,0,0
train,0604,event,0,,0,0
train,0605,rgb,0,,1,0
train,0605,ir,0,,0,0
train,0605,event,0,,0,0
train,0606,rgb,0,,1,0
train,0606,ir,0,,0,0
train,0606,event,0,,0,0
train,0608,rgb,0,,1,0
train,0608,ir,0,,0,0
train,0608,event,0,,0,0
train,0610,rgb,0,,1,0
train,0610,ir,0,,0,0
train,0610,event,0,,0,0
train,0611,rgb,0,,1,0
train,0611,ir,0,,0,0
train,0611,event,0,,0,0
train,0613,rgb,0,,1,0
train,0613,ir,0,,0,0
train,0613,event,0,,0,0
train,0614,rgb,0,,1,0
train,0614,ir,0,,0,0
train,0614,event,0,,0,0
train,0615,rgb,0,,1,0
train,0615,ir,0,,0,0
train,0615,event,0,,0,0
train,0616,rgb,0,,1,0
train,0616,ir,0,,0,0
train,0616,event,0,,0,0
train,0617,rgb,0,,1,0
train,0617,ir,0,,0,0
train,0617,event,0,,0,0
train,0618,rgb,0,,1,0
train,0618,ir,0,,0,0
train,0618,event,0,,0,0
train,0619,rgb,0,,1,0
train,0619,ir,0,,0,0
train,0619,event,0,,0,0
train,0620,rgb,0,,1,0
train,0620,ir,0,,0,0
train,0620,event,0,,0,0
train,0621,rgb,0,,1,0
train,0621,ir,0,,0,0
train,0621,event,0,,0,0
train,0622,rgb,0,,1,0
train,0622,ir,0,,0,0
train,0622,event,0,,0,0
train,0623,rgb,0,,1,0
train,0623,ir,0,,0,0
train,0623,event,0,,0,0
train,0624,rgb,0,,1,0
train,0624,ir,0,,0,0
train,0624,event,0,,0,0
train,0627,rgb,0,,1,0
train,0627,ir,0,,0,0
train,0627,event,0,,0,0
train,0628,rgb,0,,1,0
train,0628,ir,0,,0,0
train,0628,event,0,,0,0
train,0629,rgb,0,,1,0
train,0629,ir,0,,0,0
train,0629,event,0,,0,0
train,0630,rgb,0,,1,0
train,0630,ir,0,,0,0
train,0630,event,0,,0,0
train,0631,rgb,0,,1,0
train,0631,ir,0,,0,0
train,0631,event,0,,0,0
train,0632,rgb,0,,1,0
train,0632,ir,0,,0,0
train,0632,event,0,,0,0
train,0633,rgb,0,,1,0
train,0633,ir,0,,0,0
train,0633,event,0,,0,0
train,0634,rgb,0,,1,0
train,0634,ir,0,,0,0
train,0634,event,0,,0,0
train,0635,rgb,0,,1,0
train,0635,ir,0,,0,0
train,0635,event,0,,0,0
train,0636,rgb,0,,1,0
train,0636,ir,0,,0,0
train,0636,event,0,,0,0
train,0637,rgb,0,,1,0
train,0637,ir,0,,0,0
train,0637,event,0,,0,0
train,0638,rgb,0,,1,0
train,0638,ir,0,,0,0
train,0638,event,0,,0,0
train,0639,rgb,0,,1,0
train,0639,ir,0,,0,0
train,0639,event,0,,0,0
train,0651,rgb,0,,1,0
train,0651,ir,0,,0,0
train,0651,event,0,,0,0
train,0652,rgb,0,,1,0
train,0652,ir,0,,0,0
train,0652,event,0,,0,0
train,0653,rgb,0,,1,0
train,0653,ir,0,,0,0
train,0653,event,0,,0,0
train,0654,rgb,0,,1,0
train,0654,ir,0,,0,0
train,0654,event,0,,0,0
train,0655,rgb,0,,1,0
train,0655,ir,0,,0,0
train,0655,event,0,,0,0
train,0656,rgb,0,,1,0
train,0656,ir,0,,0,0
train,0656,event,0,,0,0
train,0657,rgb,0,,1,0
train,0657,ir,0,,0,0
train,0657,event,0,,0,0
train,0658,rgb,0,,1,0
train,0658,ir,0,,0,0
train,0658,event,0,,0,0
train,0659,rgb,0,,1,0
train,0659,ir,0,,0,0
train,0659,event,0,,0,0
train,0660,rgb,0,,1,0
train,0660,ir,0,,0,0
train,0660,event,0,,0,0
train,0661,rgb,0,,1,0
train,0661,ir,0,,0,0
train,0661,event,0,,0,0
train,0662,rgb,0,,1,0
train,0662,ir,0,,0,0
train,0662,event,0,,0,0
train,0663,rgb,0,,1,0
train,0663,ir,0,,0,0
train,0663,event,0,,0,0
train,0664,rgb,0,,1,0
train,0664,ir,0,,0,0
train,0664,event,0,,0,0
train,0665,rgb,0,,1,0
train,0665,ir,0,,0,0
train,0665,event,0,,0,0
train,0666,rgb,0,,1,0
train,0666,ir,0,,0,0
train,0666,event,0,,0,0
train,0667,rgb,0,,1,0
train,0667,ir,0,,0,0
train,0667,event,0,,0,0
train,0668,rgb,0,,1,0
train,0668,ir,0,,0,0
train,0668,event,0,,0,0
train,0669,rgb,0,,1,0
train,0669,ir,0,,0,0
train,0669,event,0,,0,0
train,0670,rgb,0,,1,0
train,0670,ir,0,,0,0
train,0670,event,0,,0,0
train,0671,rgb,0,,1,0
train,0671,ir,0,,0,0
train,0671,event,0,,0,0
train,0672,rgb,0,,1,0
train,0672,ir,0,,0,0
train,0672,event,0,,0,0
train,0673,rgb,0,,1,0
train,0673,ir,0,,0,0
train,0673,event,0,,0,0
train,0674,rgb,0,,1,0
train,0674,ir,0,,0,0
train,0674,event,0,,0,0
train,0675,rgb,0,,1,0
train,0675,ir,0,,0,0
train,0675,event,0,,0,0
train,0676,rgb,0,,1,0
train,0676,ir,0,,0,0
train,0676,event,0,,0,0
train,0677,rgb,0,,1,0
train,0677,ir,0,,0,0
train,0677,event,0,,0,0
train,0678,rgb,0,,1,0
train,0678,ir,0,,0,0
train,0678,event,0,,0,0
train,0679,rgb,0,,1,0
train,0679,ir,0,,0,0
train,0679,event,0,,0,0
train,0680,rgb,0,,1,0
train,0680,ir,0,,0,0
train,0680,event,0,,0,0
train,0681,rgb,0,,1,0
train,0681,ir,0,,0,0
train,0681,event,0,,0,0
train,0682,rgb,0,,1,0
train,0682,ir,0,,0,0
train,0682,event,0,,0,0
train,0683,rgb,0,,1,0
train,0683,ir,0,,0,0
train,0683,event,0,,0,0
train,0684,rgb,0,,1,0
train,0684,ir,0,,0,0
train,0684,event,0,,0,0
train,0685,rgb,0,,1,0
train,0685,ir,0,,0,0
train,0685,event,0,,0,0
train,0686,rgb,0,,1,0
train,0686,ir,0,,0,0
train,0686,event,0,,0,0
train,0687,rgb,0,,1,0
train,0687,ir,0,,0,0
train,0687,event,0,,0,0
train,0688,rgb,0,,1,0
train,0688,ir,0,,0,0
train,0688,event,0,,0,0
train,0689,rgb,0,,1,0
train,0689,ir,0,,0,0
train,0689,event,0,,0,0
train,0690,rgb,0,,1,0
train,0690,ir,0,,0,0
train,0690,event,0,,0,0
train,0691,rgb,0,,1,0
train,0691,ir,0,,0,0
train,0691,event,0,,0,0
train,0692,rgb,0,,1,0
train,0692,ir,0,,0,0
train,0692,event,0,,0,0
train,0693,rgb,0,,1,0
train,0693,ir,0,,0,0
train,0693,event,0,,0,0
train,0694,rgb,0,,1,0
train,0694,ir,0,,0,0
train,0694,event,0,,0,0
train,0695,rgb,0,,1,0
train,0695,ir,0,,0,0
train,0695,event,0,,0,0
train,0696,rgb,0,,1,0
train,0696,ir,0,,0,0
train,0696,event,0,,0,0
train,0697,rgb,0,,1,0
train,0697,ir,0,,0,0
train,0697,event,0,,0,0
train,0698,rgb,0,,1,0
train,0698,ir,0,,0,0
train,0698,event,0,,0,0
train,0699,rgb,0,,1,0
train,0699,ir,0,,0,0
train,0699,event,0,,0,0
train,0741,rgb,0,,1,0
train,0741,ir,0,,0,0
train,0741,event,0,,0,0
train,0742,rgb,0,,1,0
train,0742,ir,0,,0,0
train,0742,event,0,,0,0
train,0743,rgb,0,,1,0
train,0743,ir,0,,0,0
train,0743,event,0,,0,0
train,0744,rgb,0,,1,0
train,0744,ir,0,,0,0
train,0744,event,0,,0,0
train,0745,rgb,0,,1,0
train,0745,ir,0,,0,0
train,0745,event,0,,0,0
train,0746,rgb,0,,1,0
train,0746,ir,0,,0,0
train,0746,event,0,,0,0
train,0747,rgb,0,,1,0
train,0747,ir,0,,0,0
train,0747,event,0,,0,0
train,0748,rgb,0,,1,0
train,0748,ir,0,,0,0
train,0748,event,0,,0,0
train,0749,rgb,0,,1,0
train,0749,ir,0,,0,0
train,0749,event,0,,0,0
train,0750,rgb,0,,1,0
train,0750,ir,0,,0,0
train,0750,event,0,,0,0
train,0751,rgb,0,,1,0
train,0751,ir,0,,0,0
train,0751,event,0,,0,0
train,0752,rgb,0,,1,0
train,0752,ir,0,,0,0
train,0752,event,0,,0,0
train,0753,rgb,0,,1,0
train,0753,ir,0,,0,0
train,0753,event,0,,0,0
train,0754,rgb,0,,1,0
train,0754,ir,0,,0,0
train,0754,event,0,,0,0
train,0755,rgb,0,,1,0
train,0755,ir,0,,0,0
train,0755,event,0,,0,0
train,0756,rgb,0,,1,0
train,0756,ir,0,,0,0
train,0756,event,0,,0,0
train,0757,rgb,0,,1,0
train,0757,ir,0,,0,0
train,0757,event,0,,0,0
train,0758,rgb,0,,1,0
train,0758,ir,0,,0,0
train,0758,event,0,,0,0
train,0760,rgb,0,,1,0
train,0760,ir,0,,0,0
train,0760,event,0,,0,0
train,0761,rgb,0,,1,0
train,0761,ir,0,,0,0
train,0761,event,0,,0,0
train,0791,rgb,0,,1,0
train,0791,ir,0,,0,0
train,0791,event,0,,0,0
train,0792,rgb,0,,1,0
train,0792,ir,0,,0,0
train,0792,event,0,,0,0
train,0803,rgb,0,,1,0
train,0803,ir,0,,0,0
train,0803,event,0,,0,0
train,0804,rgb,0,,1,0
train,0804,ir,0,,0,0
train,0804,event,0,,0,0
train,0805,rgb,0,,1,0
train,0805,ir,0,,0,0
train,0805,event,0,,0,0
train,0807,rgb,0,,1,0
train,0807,ir,0,,0,0
train,0807,event,0,,0,0
train,0808,rgb,0,,1,0
train,0808,ir,0,,0,0
train,0808,event,0,,0,0
train,0809,rgb,0,,1,0
train,0809,ir,0,,0,0
train,0809,event,0,,0,0
train,0810,rgb,0,,1,0
train,0810,ir,0,,0,0
train,0810,event,0,,0,0
train,0811,rgb,0,,1,0
train,0811,ir,0,,0,0
train,0811,event,0,,0,0
train,0812,rgb,0,,1,0
train,0812,ir,0,,0,0
train,0812,event,0,,0,0
train,0814,rgb,0,,1,0
train,0814,ir,0,,0,0
train,0814,event,0,,0,0
train,0815,rgb,0,,1,0
train,0815,ir,0,,0,0
train,0815,event,0,,0,0
train,0818,rgb,0,,1,0
train,0818,ir,0,,0,0
train,0818,event,0,,0,0
train,0819,rgb,0,,1,0
train,0819,ir,0,,0,0
train,0819,event,0,,0,0
train,0820,rgb,0,,1,0
train,0820,ir,0,,0,0
train,0820,event,0,,0,0
train,0821,rgb,0,,1,0
train,0821,ir,0,,0,0
train,0821,event,0,,0,0
train,0822,rgb,0,,1,0
train,0822,ir,0,,0,0
train,0822,event,0,,0,0
train,0823,rgb,0,,1,0
train,0823,ir,0,,0,0
train,0823,event,0,,0,0
train,0824,rgb,0,,1,0
train,0824,ir,0,,0,0
train,0824,event,0,,0,0
train,0825,rgb,0,,1,0
train,0825,ir,0,,0,0
train,0825,event,0,,0,0
train,0826,rgb,0,,1,0
train,0826,ir,0,,0,0
train,0826,event,0,,0,0
train,0827,rgb,0,,1,0
train,0827,ir,0,,0,0
train,0827,event,0,,0,0
train,0828,rgb,0,,1,0
train,0828,ir,0,,0,0
train,0828,event,0,,0,0
train,0829,rgb,0,,1,0
train,0829,ir,0,,0,0
train,0829,event,0,,0,0
train,0830,rgb,0,,1,0
train,0830,ir,0,,0,0
train,0830,event,0,,0,0
train,0831,rgb,0,,1,0
train,0831,ir,0,,0,0
train,0831,event,0,,0,0
train,0832,rgb,0,,1,0
train,0832,ir,0,,0,0
train,0832,event,0,,0,0
train,0833,rgb,0,,1,0
train,0833,ir,0,,0,0
train,0833,event,0,,0,0
train,0834,rgb,0,,1,0
train,0834,ir,0,,0,0
train,0834,event,0,,0,0
train,0835,rgb,0,,1,0
train,0835,ir,0,,0,0
train,0835,event,0,,0,0
train,0836,rgb,0,,1,0
train,0836,ir,0,,0,0
train,0836,event,0,,0,0
train,0837,rgb,0,,1,0
train,0837,ir,0,,0,0
train,0837,event,0,,0,0
train,0838,rgb,0,,1,0
train,0838,ir,0,,0,0
train,0838,event,0,,0,0
train,0839,rgb,0,,1,0
train,0839,ir,0,,0,0
train,0839,event,0,,0,0
train,0840,rgb,0,,1,0
train,0840,ir,0,,0,0
train,0840,event,0,,0,0
train,0841,rgb,0,,1,0
train,0841,ir,0,,0,0
train,0841,event,0,,0,0
train,0842,rgb,0,,1,0
train,0842,ir,0,,0,0
train,0842,event,0,,0,0
train,0843,rgb,0,,1,0
train,0843,ir,0,,0,0
train,0843,event,0,,0,0
train,0844,rgb,0,,1,0
train,0844,ir,0,,0,0
train,0844,event,0,,0,0
train,0845,rgb,0,,1,0
train,0845,ir,0,,0,0
train,0845,event,0,,0,0
train,0846,rgb,0,,1,0
train,0846,ir,0,,0,0
train,0846,event,0,,0,0
train,0847,rgb,0,,1,0
train,0847,ir,0,,0,0
train,0847,event,0,,0,0
train,0848,rgb,0,,1,0
train,0848,ir,0,,0,0
train,0848,event,0,,0,0
train,0849,rgb,0,,1,0
train,0849,ir,0,,0,0
train,0849,event,0,,0,0
train,0850,rgb,0,,1,0
train,0850,ir,0,,0,0
train,0850,event,0,,0,0
train,0851,rgb,0,,1,0
train,0851,ir,0,,0,0
train,0851,event,0,,0,0
train,0852,rgb,0,,1,0
train,0852,ir,0,,0,0
train,0852,event,0,,0,0
train,0853,rgb,0,,1,0
train,0853,ir,0,,0,0
train,0853,event,0,,0,0
train,0854,rgb,0,,1,0
train,0854,ir,0,,0,0
train,0854,event,0,,0,0
train,0855,rgb,0,,1,0
train,0855,ir,0,,0,0
train,0855,event,0,,0,0
train,0856,rgb,0,,1,0
train,0856,ir,0,,0,0
train,0856,event,0,,0,0
train,0857,rgb,0,,1,0
train,0857,ir,0,,0,0
train,0857,event,0,,0,0
train,0858,rgb,0,,1,0
train,0858,ir,0,,0,0
train,0858,event,0,,0,0
train,0859,rgb,0,,1,0
train,0859,ir,0,,0,0
train,0859,event,0,,0,0
train,0860,rgb,0,,1,0
train,0860,ir,0,,0,0
train,0860,event,0,,0,0
train,0861,rgb,0,,1,0
train,0861,ir,0,,0,0
train,0861,event,0,,0,0
train,0862,rgb,0,,1,0
train,0862,ir,0,,0,0
train,0862,event,0,,0,0
train,0863,rgb,0,,1,0
train,0863,ir,0,,0,0
train,0863,event,0,,0,0
train,0864,rgb,0,,1,0
train,0864,ir,0,,0,0
train,0864,event,0,,0,0
train,0865,rgb,0,,1,0
train,0865,ir,0,,0,0
train,0865,event,0,,0,0
train,0866,rgb,0,,1,0
train,0866,ir,0,,0,0
train,0866,event,0,,0,0
train,0867,rgb,0,,1,0
train,0867,ir,0,,0,0
train,0867,event,0,,0,0
train,0868,rgb,0,,1,0
train,0868,ir,0,,0,0
train,0868,event,0,,0,0
train,0869,rgb,0,,1,0
train,0869,ir,0,,0,0
train,0869,event,0,,0,0
train,0870,rgb,0,,1,0
train,0870,ir,0,,0,0
train,0870,event,0,,0,0
train,0872,rgb,0,,1,0
train,0872,ir,0,,0,0
train,0872,event,0,,0,0
train,0873,rgb,0,,1,0
train,0873,ir,0,,0,0
train,0873,event,0,,0,0
train,0874,rgb,0,,1,0
train,0874,ir,0,,0,0
train,0874,event,0,,0,0
train,0875,rgb,0,,1,0
train,0875,ir,0,,0,0
train,0875,event,0,,0,0
train,0876,rgb,0,,1,0
train,0876,ir,0,,0,0
train,0876,event,0,,0,0
train,0877,rgb,0,,1,0
train,0877,ir,0,,0,0
train,0877,event,0,,0,0
train,0878,rgb,0,,1,0
train,0878,ir,0,,0,0
train,0878,event,0,,0,0
train,0879,rgb,0,,1,0
train,0879,ir,0,,0,0
train,0879,event,0,,0,0
train,0880,rgb,0,,1,0
train,0880,ir,0,,0,0
train,0880,event,0,,0,0
train,0881,rgb,0,,1,0
train,0881,ir,0,,0,0
train,0881,event,0,,0,0
train,0882,rgb,0,,1,0
train,0882,ir,0,,0,0
train,0882,event,0,,0,0
train,0883,rgb,0,,1,0
train,0883,ir,0,,0,0
train,0883,event,0,,0,0
train,0884,rgb,0,,1,0
train,0884,ir,0,,0,0
train,0884,event,0,,0,0
train,0885,rgb,0,,1,0
train,0885,ir,0,,0,0
train,0885,event,0,,0,0
train,0886,rgb,0,,1,0
train,0886,ir,0,,0,0
train,0886,event,0,,0,0
train,0887,rgb,0,,1,0
train,0887,ir,0,,0,0
train,0887,event,0,,0,0
train,0900,rgb,0,,1,0
train,0900,ir,0,,0,0
train,0900,event,0,,0,0
train,0901,rgb,0,,1,0
train,0901,ir,0,,0,0
train,0901,event,0,,0,0
train,0902,rgb,0,,1,0
train,0902,ir,0,,0,0
train,0902,event,0,,0,0
train,0903,rgb,0,,1,0
train,0903,ir,0,,0,0
train,0903,event,0,,0,0
train,0905,rgb,0,,1,0
train,0905,ir,0,,0,0
train,0905,event,0,,0,0
train,0906,rgb,0,,1,0
train,0906,ir,0,,0,0
train,0906,event,0,,0,0
train,0907,rgb,0,,1,0
train,0907,ir,0,,0,0
train,0907,event,0,,0,0
train,0908,rgb,0,,1,0
train,0908,ir,0,,0,0
train,0908,event,0,,0,0
train,0910,rgb,0,,1,0
train,0910,ir,0,,0,0
train,0910,event,0,,0,0
train,0911,rgb,0,,1,0
train,0911,ir,0,,0,0
train,0911,event,0,,0,0
train,0913,rgb,0,,1,0
train,0913,ir,0,,0,0
train,0913,event,0,,0,0
train,0914,rgb,0,,1,0
train,0914,ir,0,,0,0
train,0914,event,0,,0,0
train,0915,rgb,0,,1,0
train,0915,ir,0,,0,0
train,0915,event,0,,0,0
train,0916,rgb,0,,1,0
train,0916,ir,0,,0,0
train,0916,event,0,,0,0
train,0917,rgb,0,,1,0
train,0917,ir,0,,0,0
train,0917,event,0,,0,0
train,0918,rgb,0,,1,0
train,0918,ir,0,,0,0
train,0918,event,0,,0,0
train,0919,rgb,0,,1,0
train,0919,ir,0,,0,0
train,0919,event,0,,0,0
train,0941,rgb,0,,1,0
train,0941,ir,0,,0,0
train,0941,event,0,,0,0
train,0942,rgb,0,,1,0
train,0942,ir,0,,0,0
train,0942,event,0,,0,0
train,0943,rgb,0,,1,0
train,0943,ir,0,,0,0
train,0943,event,0,,0,0
train,0944,rgb,0,,1,0
train,0944,ir,0,,0,0
train,0944,event,0,,0,0
train,0945,rgb,0,,1,0
train,0945,ir,0,,0,0
train,0945,event,0,,0,0
train,0946,rgb,0,,1,0
train,0946,ir,0,,0,0
train,0946,event,0,,0,0
train,0947,rgb,0,,1,0
train,0947,ir,0,,0,0
train,0947,event,0,,0,0
train,0948,rgb,0,,1,0
train,0948,ir,0,,0,0
train,0948,event,0,,0,0
train,0949,rgb,0,,1,0
train,0949,ir,0,,0,0
train,0949,event,0,,0,0
train,0950,rgb,0,,1,0
train,0950,ir,0,,0,0
train,0950,event,0,,0,0
train,0951,rgb,0,,1,0
train,0951,ir,0,,0,0
train,0951,event,0,,0,0
train,0952,rgb,0,,1,0
train,0952,ir,0,,0,0
train,0952,event,0,,0,0
train,0953,rgb,0,,1,0
train,0953,ir,0,,0,0
train,0953,event,0,,0,0
train,0954,rgb,0,,1,0
train,0954,ir,0,,0,0
train,0954,event,0,,0,0
train,0955,rgb,0,,1,0
train,0955,ir,0,,0,0
train,0955,event,0,,0,0
train,0956,rgb,0,,1,0
train,0956,ir,0,,0,0
train,0956,event,0,,0,0
train,0957,rgb,0,,1,0
train,0957,ir,0,,0,0
train,0957,event,0,,0,0
train,0958,rgb,0,,1,0
train,0958,ir,0,,0,0
train,0958,event,0,,0,0
train,0959,rgb,0,,1,0
train,0959,ir,0,,0,0
train,0959,event,0,,0,0
train,0960,rgb,0,,1,0
train,0960,ir,0,,0,0
train,0960,event,0,,0,0
train,0961,rgb,0,,1,0
train,0961,ir,0,,0,0
train,0961,event,0,,0,0
train,0962,rgb,0,,1,0
train,0962,ir,0,,0,0
train,0962,event,0,,0,0
train,0963,rgb,0,,1,0
train,0963,ir,0,,0,0
train,0963,event,0,,0,0
train,0964,rgb,0,,1,0
train,0964,ir,0,,0,0
train,0964,event,0,,0,0
train,0965,rgb,0,,1,0
train,0965,ir,0,,0,0
train,0965,event,0,,0,0
train,0966,rgb,0,,1,0
train,0966,ir,0,,0,0
train,0966,event,0,,0,0
train,0967,rgb,0,,1,0
train,0967,ir,0,,0,0
train,0967,event,0,,0,0
train,0968,rgb,0,,1,0
train,0968,ir,0,,0,0
train,0968,event,0,,0,0
train,0969,rgb,0,,1,0
train,0969,ir,0,,0,0
train,0969,event,0,,0,0
train,0970,rgb,0,,1,0
train,0970,ir,0,,0,0
train,0970,event,0,,0,0
train,0976,rgb,0,,1,0
train,0976,ir,0,,0,0
train,0976,event,0,,0,0
train,0978,rgb,0,,1,0
train,0978,ir,0,,0,0
train,0978,event,0,,0,0
train,0979,rgb,0,,1,0
train,0979,ir,0,,0,0
train,0979,event,0,,0,0
train,0980,rgb,0,,1,0
train,0980,ir,0,,0,0
train,0980,event,0,,0,0
train,0981,rgb,0,,1,0
train,0981,ir,0,,0,0
train,0981,event,0,,0,0
train,0982,rgb,0,,1,0
train,0982,ir,0,,0,0
train,0982,event,0,,0,0
train,0983,rgb,0,,1,0
train,0983,ir,0,,0,0
train,0983,event,0,,0,0
train,0984,rgb,0,,1,0
train,0984,ir,0,,0,0
train,0984,event,0,,0,0
train,0985,rgb,0,,1,0
train,0985,ir,0,,0,0
train,0985,event,0,,0,0
train,0986,rgb,0,,1,0
train,0986,ir,0,,0,0
train,0986,event,0,,0,0
train,0987,rgb,0,,1,0
train,0987,ir,0,,0,0
train,0987,event,0,,0,0
train,0988,rgb,0,,1,0
train,0988,ir,0,,0,0
train,0988,event,0,,0,0
train,0989,rgb,0,,1,0
train,0989,ir,0,,0,0
train,0989,event,0,,0,0
train,0990,rgb,0,,1,0
train,0990,ir,0,,0,0
train,0990,event,0,,0,0
train,0991,rgb,0,,1,0
train,0991,ir,0,,0,0
train,0991,event,0,,0,0
train,1041,rgb,0,,1,0
train,1041,ir,0,,0,0
train,1041,event,0,,0,0
train,1042,rgb,0,,1,0
train,1042,ir,0,,0,0
train,1042,event,0,,0,0
train,1043,rgb,0,,1,0
train,1043,ir,0,,0,0
train,1043,event,0,,0,0
train,1044,rgb,0,,1,0
train,1044,ir,0,,0,0
train,1044,event,0,,0,0
train,1045,rgb,0,,1,0
train,1045,ir,0,,0,0
train,1045,event,0,,0,0
train,1046,rgb,0,,1,0
train,1046,ir,0,,0,0
train,1046,event,0,,0,0
train,1047,rgb,0,,1,0
train,1047,ir,0,,0,0
train,1047,event,0,,0,0
train,1048,rgb,0,,1,0
train,1048,ir,0,,0,0
train,1048,event,0,,0,0
train,1049,rgb,0,,1,0
train,1049,ir,0,,0,0
train,1049,event,0,,0,0
train,1050,rgb,0,,1,0
train,1050,ir,0,,0,0
train,1050,event,0,,0,0
train,1051,rgb,0,,1,0
train,1051,ir,0,,0,0
train,1051,event,0,,0,0
train,1052,rgb,0,,1,0
train,1052,ir,0,,0,0
train,1052,event,0,,0,0
train,1053,rgb,0,,1,0
train,1053,ir,0,,0,0
train,1053,event,0,,0,0
train,1054,rgb,0,,1,0
train,1054,ir,0,,0,0
train,1054,event,0,,0,0
train,1055,rgb,0,,1,0
train,1055,ir,0,,0,0
train,1055,event,0,,0,0
train,1056,rgb,0,,1,0
train,1056,ir,0,,0,0
train,1056,event,0,,0,0
train,1057,rgb,0,,1,0
train,1057,ir,0,,0,0
train,1057,event,0,,0,0
train,1058,rgb,0,,1,0
train,1058,ir,0,,0,0
train,1058,event,0,,0,0
train,1061,rgb,0,,1,0
train,1061,ir,0,,0,0
train,1061,event,0,,0,0
train,1062,rgb,0,,1,0
train,1062,ir,0,,0,0
train,1062,event,0,,0,0
train,1063,rgb,0,,1,0
train,1063,ir,0,,0,0
train,1063,event,0,,0,0
train,1064,rgb,0,,1,0
train,1064,ir,0,,0,0
train,1064,event,0,,0,0
train,1065,rgb,0,,1,0
train,1065,ir,0,,0,0
train,1065,event,0,,0,0
train,1066,rgb,0,,1,0
train,1066,ir,0,,0,0
train,1066,event,0,,0,0
train,1067,rgb,0,,1,0
train,1067,ir,0,,0,0
train,1067,event,0,,0,0
train,1068,rgb,0,,1,0
train,1068,ir,0,,0,0
train,1068,event,0,,0,0
train,1069,rgb,0,,1,0
train,1069,ir,0,,0,0
train,1069,event,0,,0,0
train,1070,rgb,0,,1,0
train,1070,ir,0,,0,0
train,1070,event,0,,0,0
train,1071,rgb,0,,1,0
train,1071,ir,0,,0,0
train,1071,event,0,,0,0
train,1072,rgb,0,,1,0
train,1072,ir,0,,0,0
train,1072,event,0,,0,0
train,1073,rgb,0,,1,0
train,1073,ir,0,,0,0
train,1073,event,0,,0,0
train,1074,rgb,0,,1,0
train,1074,ir,0,,0,0
train,1074,event,0,,0,0
train,1075,rgb,0,,1,0
train,1075,ir,0,,0,0
train,1075,event,0,,0,0
train,1076,rgb,0,,1,0
train,1076,ir,0,,0,0
train,1076,event,0,,0,0
train,1077,rgb,0,,1,0
train,1077,ir,0,,0,0
train,1077,event,0,,0,0
train,1079,rgb,0,,1,0
train,1079,ir,0,,0,0
train,1079,event,0,,0,0
train,1080,rgb,0,,1,0
train,1080,ir,0,,0,0
train,1080,event,0,,0,0
train,1081,rgb,0,,1,0
train,1081,ir,0,,0,0
train,1081,event,0,,0,0
train,1094,rgb,0,,1,0
train,1094,ir,0,,0,0
train,1094,event,0,,0,0
train,1095,rgb,0,,1,0
train,1095,ir,0,,0,0
train,1095,event,0,,0,0
train,1096,rgb,0,,1,0
train,1096,ir,0,,0,0
train,1096,event,0,,0,0
train,1102,rgb,0,,1,0
train,1102,ir,0,,0,0
train,1102,event,0,,0,0
train,1103,rgb,0,,1,0
train,1103,ir,0,,0,0
train,1103,event,0,,0,0
train,1104,rgb,0,,1,0
train,1104,ir,0,,0,0
train,1104,event,0,,0,0
train,1105,rgb,0,,1,0
train,1105,ir,0,,0,0
train,1105,event,0,,0,0
train,1106,rgb,0,,1,0
train,1106,ir,0,,0,0
train,1106,event,0,,0,0
train,1107,rgb,0,,1,0
train,1107,ir,0,,0,0
train,1107,event,0,,0,0
train,1108,rgb,0,,1,0
train,1108,ir,0,,0,0
train,1108,event,0,,0,0
train,1201,rgb,0,,1,0
train,1201,ir,0,,0,0
train,1201,event,0,,0,0
train,1202,rgb,0,,1,0
train,1202,ir,0,,0,0
train,1202,event,0,,0,0
train,1203,rgb,0,,1,0
train,1203,ir,0,,0,0
train,1203,event,0,,0,0
train,1204,rgb,0,,1,0
train,1204,ir,0,,0,0
train,1204,event,0,,0,0
train,1205,rgb,0,,1,0
train,1205,ir,0,,0,0
train,1205,event,0,,0,0
train,1207,rgb,0,,1,0
train,1207,ir,0,,0,0
train,1207,event,0,,0,0
train,1208,rgb,0,,1,0
train,1208,ir,0,,0,0
train,1208,event,0,,0,0
train,1209,rgb,0,,1,0
train,1209,ir,0,,0,0
train,1209,event,0,,0,0
train,1419,rgb,0,,1,0
train,1419,ir,0,,0,0
